Time,Stock,Brd,Price,Qty,BT,BC,SC,ST
15:12:05,JSMR,RG,3340,1,D,PD,GR,D
15:10:02,JSMR,RG,3340,3,D,PD,SQ,D
15:09:55,JSMR,RG,3340,1,D,CC,SQ,D
15:09:46,JSMR,RG,3340,4,D,PD,SQ,D
15:09:46,JSMR,RG,3340,10,D,YU,SQ,D
15:09:46,JSMR,RG,3340,50,D,XA,SQ,D
15:09:46,JSMR,RG,3340,5,D,NI,SQ,D
15:09:46,JSMR,RG,3340,27,D,AI,SQ,D
15:09:36,JSMR,RG,3340,20,D,AI,YP,D
15:09:02,JSMR,RG,3340,23,D,AI,SQ,D
15:09:02,JSMR,RG,3340,10,D,YP,SQ,D
15:09:02,JSMR,RG,3340,10,D,YP,SQ,D
15:09:02,JSMR,RG,3340,1,D,NI,SQ,D
15:09:02,JSMR,RG,3340,1,D,XC,SQ,D
15:09:02,JSMR,RG,3340,5,D,CC,SQ,D
15:09:02,JSMR,RG,3340,1,D,NI,SQ,D
15:09:02,JSMR,RG,3340,49,D,LS,SQ,D
15:08:09,JSMR,RG,3340,186,D,LS,SQ,D
15:08:09,JSMR,RG,3340,10,D,YP,SQ,D
15:08:09,JSMR,RG,3340,4,D,LG,SQ,D
15:06:01,JSMR,RG,3340,11,D,LG,SQ,D
15:06:01,JSMR,RG,3340,5,D,AG,SQ,D
15:06:01,JSMR,RG,3340,1,D,NI,SQ,D
15:06:01,JSMR,RG,3340,1,D,NI,SQ,D
15:06:01,JSMR,RG,3340,3,D,NI,SQ,D
15:06:01,JSMR,RG,3340,9,D,PD,SQ,D
15:06:01,JSMR,RG,3340,10,D,YP,SQ,D
15:06:01,JSMR,RG,3340,15,D,BQ,SQ,D
15:06:01,JSMR,RG,3340,2,D,YP,SQ,D
15:06:01,JSMR,RG,3340,43,D,YP,SQ,D
15:05:51,JSMR,RG,3340,157,D,YP,SQ,D
15:05:51,JSMR,RG,3340,31,D,LS,SQ,D
15:05:26,JSMR,RG,3340,69,D,LS,SQ,D
15:05:26,JSMR,RG,3340,20,D,CC,SQ,D
15:05:26,JSMR,RG,3340,5,D,YP,SQ,D
15:05:26,JSMR,RG,3340,2,D,CC,SQ,D
15:05:26,JSMR,RG,3340,1,D,CC,SQ,D
15:05:26,JSMR,RG,3340,5,D,PD,SQ,D
15:05:26,JSMR,RG,3340,1,D,CC,SQ,D
15:05:26,JSMR,RG,3340,10,D,CC,SQ,D
15:05:26,JSMR,RG,3340,2,D,PD,SQ,D
15:05:26,JSMR,RG,3340,30,D,DR,SQ,D
15:05:26,JSMR,RG,3340,1,D,AI,SQ,D
15:05:26,JSMR,RG,3340,1,D,PD,SQ,D
15:05:26,JSMR,RG,3340,200,D,LS,SQ,D
15:05:26,JSMR,RG,3340,10,D,PD,SQ,D
15:05:26,JSMR,RG,3340,2,D,YU,SQ,D
15:05:26,JSMR,RG,3340,1,D,OD,SQ,D
15:05:26,JSMR,RG,3340,242,D,SQ,SQ,D
15:05:26,JSMR,RG,3340,131,D,YP,SQ,D
15:04:58,JSMR,RG,3340,1,D,YP,OD,D
15:04:55,JSMR,RG,3340,7,D,YP,CC,D
15:04:32,JSMR,RG,3340,5,D,YP,PD,D
15:03:32,JSMR,RG,3340,2,D,YP,PD,D
15:01:32,JSMR,RG,3340,237,D,YP,GR,D
15:01:32,JSMR,RG,3340,3,D,YP,GR,D
15:01:32,JSMR,RG,3340,70,D,NI,GR,D
15:00:00,JSMR,RG,3340,11,D,NI,CC,D
15:00:00,JSMR,RG,3340,1,D,NI,CC,D
15:00:00,JSMR,RG,3340,19,D,NI,PD,D
