Time,Stock,Brd,Price,Qty,BT,BC,SC,ST
15:14:59,PTBA,RG,2840,20,D,PD,GR,D
15:14:46,PTBA,RG,2840,10,D,YP,GR,D
15:14:23,PTBA,RG,2840,9,D,PD,GR,D
15:14:12,PTBA,RG,2840,1,D,PD,GR,D
15:13:59,PTBA,RG,2840,100,D,CP,GR,D
15:13:55,PTBA,RG,2840,20,D,MK,GR,D
15:13:54,PTBA,RG,2840,2,D,XC,GR,D
15:13:48,PTBA,RG,2840,20,D,CC,GR,D
15:13:46,PTBA,RG,2840,2,D,YB,GR,D
15:13:42,PTBA,RG,2840,2,D,PD,GR,D
15:13:35,PTBA,RG,2840,1,D,PD,GR,D
15:13:26,PTBA,RG,2840,98,D,YB,GR,D
15:13:24,PTBA,RG,2840,200,D,YJ,GR,D
15:13:22,PTBA,RG,2840,360,D,OD,GR,D
15:13:18,PTBA,RG,2840,25,D,DH,GR,D
15:13:01,PTBA,RG,2840,50,D,YP,GR,D
15:12:53,PTBA,RG,2840,800,D,YJ,GR,D
15:12:48,PTBA,RG,2840,80,D,CC,GR,D
15:12:37,PTBA,RG,2840,16,D,PD,GR,D
15:12:28,PTBA,RG,2840,4000,D,KK,GR,D
15:12:21,PTBA,RG,2840,17,D,PD,GR,D
15:12:16,PTBA,RG,2840,39,D,AZ,GR,D
15:12:14,PTBA,RG,2840,200,D,YP,GR,D
15:12:11,PTBA,RG,2840,10,D,YP,GR,D
15:12:11,PTBA,RG,2840,20,D,CC,GR,D
15:12:00,PTBA,RG,2840,71,D,CC,GR,D
15:11:55,PTBA,RG,2840,2,D,NI,GR,D
15:11:52,PTBA,RG,2840,11,D,CC,GR,D
15:11:50,PTBA,RG,2840,2,D,CC,GR,D
15:11:42,PTBA,RG,2840,350,D,PD,GR,D
15:11:29,PTBA,RG,2840,17,D,CC,GR,D
15:11:22,PTBA,RG,2840,88,D,PD,GR,D
15:11:20,PTBA,RG,2840,11,D,YP,GR,D
15:11:01,PTBA,RG,2840,2,D,PD,GR,D
15:10:53,PTBA,RG,2840,5,D,PD,GR,D
15:10:49,PTBA,RG,2840,10,D,YP,GR,D
15:10:37,PTBA,RG,2840,250,D,YU,GR,D
15:10:33,PTBA,RG,2840,10,D,XC,GR,D
15:10:31,PTBA,RG,2840,34,D,EP,GR,D
15:10:29,PTBA,RG,2840,100,D,BF,GR,D
15:10:23,PTBA,RG,2840,176,D,PD,GR,D
15:10:11,PTBA,RG,2840,19,D,NI,GR,D
15:10:07,PTBA,RG,2840,7,D,CC,GR,D
15:10:02,PTBA,RG,2840,2,D,KK,GR,D
15:10:00,PTBA,RG,2840,2,D,CC,GR,D
15:10:00,PTBA,RG,2840,176,D,PD,GR,D
15:09:59,PTBA,RG,2840,102,D,CC,GR,D
15:09:55,PTBA,RG,2840,70,D,GR,GR,D
15:09:54,PTBA,RG,2840,359,D,CC,GR,D
15:09:48,PTBA,RG,2840,3,D,NI,GR,D
15:09:38,PTBA,RG,2840,10,D,YP,GR,D
15:09:30,PTBA,RG,2840,2,D,CC,GR,D
15:09:28,PTBA,RG,2840,30,D,AT,GR,D
15:09:20,PTBA,RG,2840,700,D,CC,GR,D
15:09:16,PTBA,RG,2840,71,D,KK,GR,D
15:09:05,PTBA,RG,2840,8,D,PD,GR,D
15:09:03,PTBA,RG,2840,5,D,CC,GR,D
15:08:57,PTBA,RG,2840,3,D,EP,GR,D
15:08:53,PTBA,RG,2840,224,D,AZ,GR,D
15:08:52,PTBA,RG,2840,1,D,KK,GR,D
15:08:52,PTBA,RG,2840,4,D,XC,GR,D
15:08:42,PTBA,RG,2840,1000,D,DR,GR,D
15:08:42,PTBA,RG,2840,15,D,NI,GR,D
15:08:29,PTBA,RG,2840,3,D,CC,GR,D
15:08:26,PTBA,RG,2840,15,D,CC,GR,D
15:08:25,PTBA,RG,2840,50,D,DR,GR,D
15:08:17,PTBA,RG,2840,10,D,PD,GR,D
15:08:11,PTBA,RG,2840,47,D,XC,GR,D
15:08:09,PTBA,RG,2840,3,D,XC,GR,D
15:08:06,PTBA,RG,2840,27,D,XC,GR,D
15:08:01,PTBA,RG,2840,150,D,CC,GR,D
15:08:00,PTBA,RG,2840,100,D,DH,GR,D
