Time,Stock,Brd,Price,Qty,BT,BC,SC,m
14:36:08,INDF,RG,6350,5,D,PD,YP,D
14:36:08,INDF,RG,6350,2,D,NI,YP,D
14:36:08,INDF,RG,6350,5,D,XC,YP,D
14:36:08,INDF,RG,6350,2,D,PD,YP,D
14:36:08,INDF,RG,6350,1,D,YP,YP,D
14:36:08,INDF,RG,6350,41,F,RX,YP,D
14:36:08,INDF,RG,6350,3,D,XL,YP,D
14:36:08,INDF,RG,6350,166,D,YP,YP,D
14:36:01,INDF,RG,6350,9,D,YP,BK,F
14:35:55,INDF,RG,6350,8,D,YP,BK,F
14:35:47,INDF,RG,6350,9,D,YP,BK,F
14:35:35,INDF,RG,6350,8,D,YP,BK,F
14:35:35,INDF,RG,6350,1,D,GR,BK,F
14:35:34,INDF,RG,6375,15,F,CS,ZP,F
14:35:34,INDF,RG,6375,127,F,CS,CS,F
14:35:34,INDF,RG,6375,2,F,CS,PD,D
14:35:34,INDF,RG,6375,72,F,CS,OD,D
14:35:26,INDF,RG,6350,9,D,IP,BK,F
14:35:21,INDF,RG,6350,1,D,IP,ZP,F
14:35:21,INDF,RG,6350,14,D,NI,ZP,F
14:35:21,INDF,RG,6350,1,D,PD,ZP,F
14:35:21,INDF,RG,6350,20,D,TP,ZP,F
14:35:21,INDF,RG,6350,7,D,CC,ZP,F
14:35:21,INDF,RG,6350,1,D,MU,ZP,F
14:35:21,INDF,RG,6350,13,D,YP,ZP,F
14:35:21,INDF,RG,6350,1,D,NI,ZP,F
14:35:21,INDF,RG,6350,1,D,YP,ZP,F
14:35:21,INDF,RG,6350,3,D,CC,ZP,F
14:35:21,INDF,RG,6350,10,D,YP,ZP,F
14:35:21,INDF,RG,6350,2,D,YP,ZP,F
14:35:21,INDF,RG,6350,1,D,EP,ZP,F
14:35:21,INDF,RG,6350,3,F,CS,ZP,F
14:35:21,INDF,RG,6350,5,D,SQ,ZP,F
14:35:21,INDF,RG,6350,2,D,XC,ZP,F
14:35:21,INDF,RG,6350,4,F,CS,ZP,F
14:35:21,INDF,RG,6350,5,D,PD,ZP,F
14:35:21,INDF,RG,6350,1,D,YP,ZP,F
14:35:21,INDF,RG,6350,1,D,XL,ZP,F
14:35:21,INDF,RG,6350,2,D,GR,ZP,F
14:35:21,INDF,RG,6350,34,F,RX,ZP,F
14:35:17,INDF,RG,6350,9,F,RX,BK,F
14:35:17,INDF,RG,6350,73,F,RX,AK,F
14:35:16,INDF,RG,6350,55,F,RX,AK,F
14:35:16,INDF,RG,6350,6,F,CS,AK,F
14:35:16,INDF,RG,6350,10,D,DH,AK,F
14:35:16,INDF,RG,6350,1,D,AZ,AK,F
14:35:16,INDF,RG,6350,1,D,PD,AK,F
14:35:16,INDF,RG,6350,1,D,OD,AK,F
14:35:16,INDF,RG,6350,1,D,XL,AK,F
14:35:16,INDF,RG,6350,1,D,CC,AK,F
14:35:16,INDF,RG,6350,25,D,YP,AK,F
14:35:16,INDF,RG,6350,30,D,CC,AK,F
14:35:16,INDF,RG,6350,50,D,CP,AK,F
14:35:16,INDF,RG,6350,1,D,CC,AK,F
14:35:16,INDF,RG,6350,10,D,PD,AK,F
14:35:16,INDF,RG,6350,1,D,YP,AK,F
14:35:16,INDF,RG,6350,5,D,EP,AK,F
14:35:16,INDF,RG,6350,5,D,SQ,AK,F
14:35:16,INDF,RG,6350,10,D,YP,AK,F
14:35:16,INDF,RG,6350,10,D,DR,AK,F
14:35:16,INDF,RG,6350,1,F,CS,AK,F
14:35:16,INDF,RG,6350,1,F,CS,AK,F
14:35:16,INDF,RG,6350,1,D,XL,AK,F
14:35:16,INDF,RG,6350,3,F,CC,AK,F
14:35:16,INDF,RG,6350,1,F,CS,AK,F
14:35:16,INDF,RG,6350,3,D,NI,AK,F
14:35:16,INDF,RG,6350,5,D,NI,AK,F
14:35:16,INDF,RG,6350,1,D,PD,AK,F
14:35:16,INDF,RG,6350,1,F,CS,AK,F
14:35:16,INDF,RG,6350,1,D,OD,AK,F
14:35:16,INDF,RG,6350,1,D,OD,AK,F
14:35:16,INDF,RG,6350,1,D,KK,AK,F
14:35:16,INDF,RG,6350,10,D,SQ,AK,F
14:35:16,INDF,RG,6350,1,D,XC,AK,F
14:35:16,INDF,RG,6350,1,D,XC,AK,F
14:35:16,INDF,RG,6350,10,D,YP,AK,F
14:35:16,INDF,RG,6350,1,D,CC,AK,F
14:35:16,INDF,RG,6350,21,F,RX,AK,F
14:35:16,INDF,RG,6350,4,F,CS,AK,F
14:35:16,INDF,RG,6350,10,D,NI,AK,F
14:35:16,INDF,RG,6350,5,D,XC,AK,F
14:35:16,INDF,RG,6350,5,D,YP,AK,F
14:35:16,INDF,RG,6350,25,D,SQ,AK,F
14:35:16,INDF,RG,6350,82,F,ZP,AK,F
14:35:15,INDF,RG,6350,5,F,ZP,ZP,F
14:35:09,INDF,RG,6350,10,F,ZP,SQ,D
14:35:05,INDF,RG,6350,9,F,ZP,BK,F
14:34:57,INDF,RG,6350,9,F,ZP,BK,F
14:34:47,INDF,RG,6375,6,D,SQ,OD,D
14:34:47,INDF,RG,6350,10,F,ZP,BK,F
14:34:41,INDF,RG,6375,22,F,ZP,OD,D
14:34:41,INDF,RG,6375,6,F,ZP,CC,D
14:34:41,INDF,RG,6375,1,F,ZP,XL,D
14:34:41,INDF,RG,6375,33,F,ZP,RX,D
14:34:41,INDF,RG,6375,3,F,ZP,PD,D
14:34:41,INDF,RG,6375,4,F,ZP,FS,D
14:34:41,INDF,RG,6350,97,F,ZP,ZP,F
14:34:41,INDF,RG,6350,1,F,AK,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,1,D,XC,ZP,F
14:34:41,INDF,RG,6350,2,D,YP,ZP,F
14:34:41,INDF,RG,6350,2,D,XC,ZP,F
14:34:41,INDF,RG,6350,2,F,CS,ZP,F
14:34:41,INDF,RG,6350,1,D,XC,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,10,D,SQ,ZP,F
14:34:41,INDF,RG,6350,1,D,DR,ZP,F
14:34:41,INDF,RG,6350,1,F,AK,ZP,F
14:34:41,INDF,RG,6350,4,F,CS,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,1,D,ZP,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,14,D,YU,ZP,F
14:34:41,INDF,RG,6350,25,D,YP,ZP,F
14:34:41,INDF,RG,6350,20,D,YP,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,23,F,RX,ZP,F
14:34:41,INDF,RG,6350,1,D,KK,ZP,F
14:34:41,INDF,RG,6350,3,D,YP,ZP,F
14:34:41,INDF,RG,6350,10,D,CC,ZP,F
14:34:41,INDF,RG,6350,1,D,PD,ZP,F
14:34:41,INDF,RG,6350,6,D,CC,ZP,F
14:34:41,INDF,RG,6350,14,D,CC,ZP,F
14:34:41,INDF,RG,6350,1,D,YP,ZP,F
14:34:40,INDF,RG,6350,4,D,YP,OD,D
14:34:40,INDF,RG,6350,2,D,PD,OD,D
14:34:40,INDF,RG,6350,22,F,CS,OD,D
14:34:40,INDF,RG,6350,1,D,NI,OD,D
14:34:40,INDF,RG,6350,21,D,YP,OD,D
14:34:39,INDF,RG,6375,10,D,NI,FS,D
14:34:34,INDF,RG,6350,10,D,YP,BK,F
14:34:23,INDF,RG,6350,6,D,YP,BK,F
14:34:23,INDF,RG,6350,3,D,NI,BK,F
14:34:15,INDF,RG,6350,7,D,NI,BK,F
14:34:15,INDF,RG,6350,2,D,XC,BK,F
14:34:07,INDF,RG,6350,3,D,XC,RX,D
14:34:07,INDF,RG,6350,1,D,EP,RX,D
14:34:07,INDF,RG,6350,1,F,AK,RX,D
14:34:07,INDF,RG,6350,4,D,NI,RX,D
14:34:06,INDF,RG,6350,9,D,NI,BK,F
14:33:54,INDF,RG,6350,10,D,NI,BK,F
14:33:46,INDF,RG,6350,1,D,NI,DX,D
14:33:42,INDF,RG,6350,10,D,NI,BK,F
14:33:39,INDF,RG,6350,2,D,NI,PD,D
14:33:31,INDF,RG,6350,5,D,NI,BK,F
14:33:31,INDF,RG,6350,5,D,CC,BK,F
14:33:28,INDF,RG,6350,5,D,CC,RX,D
14:33:28,INDF,RG,6350,15,D,NI,RX,D
14:33:26,INDF,RG,6350,5,D,NI,ZP,F
14:33:26,INDF,RG,6350,1,D,PD,ZP,F
14:33:26,INDF,RG,6350,1,F,CS,ZP,F
14:33:26,INDF,RG,6350,1,D,LG,ZP,F
14:33:26,INDF,RG,6350,23,F,RX,ZP,F
14:33:26,INDF,RG,6375,86,F,ZP,FS,D
14:33:26,INDF,RG,6375,7,F,ZP,AK,F
14:33:25,INDF,RG,6350,3,F,RX,ZP,F
14:33:25,INDF,RG,6350,1,D,PD,ZP,F
14:33:25,INDF,RG,6350,18,D,YU,ZP,F
14:33:25,INDF,RG,6350,1,D,PD,ZP,F
14:33:25,INDF,RG,6350,8,D,PD,ZP,F
14:33:25,INDF,RG,6350,2,D,CC,ZP,F
14:33:25,INDF,RG,6350,3,D,XC,ZP,F
14:33:25,INDF,RG,6350,2,D,PD,ZP,F
14:33:25,INDF,RG,6350,2,D,XC,ZP,F
14:33:25,INDF,RG,6350,4,F,CS,ZP,F
14:33:25,INDF,RG,6350,1,D,XC,ZP,F
14:33:25,INDF,RG,6350,2,D,XC,ZP,F
14:33:25,INDF,RG,6350,1,D,PD,ZP,F
14:33:25,INDF,RG,6350,1,D,PD,ZP,F
14:33:25,INDF,RG,6350,1,D,PD,ZP,F
14:33:25,INDF,RG,6350,39,F,CS,ZP,F
14:33:25,INDF,RG,6350,20,D,EP,ZP,F
14:33:25,INDF,RG,6350,5,D,YP,ZP,F
14:33:25,INDF,RG,6350,5,D,PD,ZP,F
14:33:25,INDF,RG,6350,57,F,AK,ZP,F
14:33:25,INDF,RG,6375,10,F,RX,AK,F
14:33:25,INDF,RG,6375,1,F,RX,AK,F
14:33:23,INDF,RG,6350,11,F,AK,HP,D
14:33:22,INDF,RG,6350,9,F,AK,BK,F
14:33:09,INDF,RG,6350,9,F,AK,BK,F
14:33:05,INDF,RG,6375,11,F,RX,AK,F
14:33:00,INDF,RG,6375,41,D,YU,AK,F
14:32:58,INDF,RG,6350,10,F,AK,BK,F
14:32:50,INDF,RG,6350,9,F,AK,BK,F
14:32:44,INDF,RG,6375,14,F,RX,AK,F
14:32:42,INDF,RG,6350,100,F,AK,YP,D
14:32:39,INDF,RG,6350,8,F,AK,BK,F
14:32:28,INDF,RG,6350,9,F,AK,BK,F
14:32:21,INDF,RG,6375,3,F,AK,AK,F
14:32:17,INDF,RG,6375,84,F,ZP,AK,F
14:32:17,INDF,RG,6350,10,F,AK,BK,F
14:32:16,INDF,RG,6350,138,F,AK,ZP,F
14:32:16,INDF,RG,6350,21,F,CS,ZP,F
14:32:16,INDF,RG,6350,8,F,RX,ZP,F
14:32:16,INDF,RG,6350,1,D,PD,ZP,F
14:32:16,INDF,RG,6350,5,D,YP,ZP,F
14:32:16,INDF,RG,6350,1,D,PD,ZP,F
14:32:16,INDF,RG,6350,109,D,AZ,ZP,F
14:32:16,INDF,RG,6375,5,F,CS,AK,F
14:32:16,INDF,RG,6375,27,F,CS,ZP,F
14:32:16,INDF,RG,6375,10,F,CS,DH,D
14:32:16,INDF,RG,6375,14,F,CS,RX,D
14:32:16,INDF,RG,6375,97,F,CS,YU,D
14:32:07,INDF,RG,6375,1,D,PD,YU,D
14:32:05,INDF,RG,6350,10,D,AZ,BK,F
14:32:04,INDF,RG,6375,10,F,RX,YU,D
14:31:56,INDF,RG,6350,10,D,AZ,BK,F
14:31:51,INDF,RG,6350,8,D,AZ,RX,D
14:31:47,INDF,RG,6375,15,F,RX,YU,D
14:31:41,INDF,RG,6350,11,D,AZ,BK,F
14:31:19,INDF,RG,6375,12,F,RX,YU,D
14:31:06,INDF,RG,6350,1,D,AZ,DX,D
14:31:00,INDF,RG,6375,6,D,KK,YU,D
14:30:50,INDF,RG,6375,40,D,NI,YU,D
14:30:20,INDF,RG,6375,19,F,CS,YU,D
14:30:20,INDF,RG,6375,107,F,CS,YU,D
14:30:20,INDF,RG,6350,57,D,AZ,ZP,F
14:30:19,INDF,RG,6350,28,D,AZ,YP,D
14:30:18,INDF,RG,6375,72,F,ZP,YU,D
14:30:14,INDF,RG,6350,15,D,AZ,RX,D
14:30:09,INDF,RG,6350,100,D,AZ,FS,D
14:29:23,INDF,RG,6375,9,F,RX,YU,D
14:29:00,INDF,RG,6375,12,D,YU,YU,D
14:29:00,INDF,RG,6375,10,D,YU,PD,D
14:29:00,INDF,RG,6375,15,D,YU,ZP,F
14:29:00,INDF,RG,6375,12,D,YU,ZP,F
14:28:58,INDF,RG,6375,9,F,RX,ZP,F
14:28:44,INDF,RG,6350,1,D,AZ,YP,D
14:28:30,INDF,RG,6375,43,F,RX,ZP,F
14:28:22,INDF,RG,6350,2,D,AZ,DX,D
14:28:20,INDF,RG,6375,151,F,CS,ZP,F
14:27:41,INDF,RG,6350,8,D,AZ,RX,D
14:27:30,INDF,RG,6375,3,F,AK,ZP,F
14:27:30,INDF,RG,6375,75,F,ZP,ZP,F
14:27:29,INDF,RG,6350,15,D,AZ,RX,D
14:27:24,INDF,RG,6350,243,D,AZ,AK,F
14:27:15,INDF,RG,6375,1,D,NI,ZP,F
14:27:09,INDF,RG,6350,100,D,AZ,YU,D
14:26:23,INDF,RG,6375,8,F,RX,ZP,F
14:26:07,INDF,RG,6375,48,F,CS,ZP,F
14:26:07,INDF,RG,6375,25,F,CS,RX,D
14:26:07,INDF,RG,6375,11,F,CS,PD,D
14:26:07,INDF,RG,6375,16,F,CS,YP,D
14:26:07,INDF,RG,6375,9,F,CS,DX,F
14:26:07,INDF,RG,6375,4,F,CS,AK,F
14:25:57,INDF,RG,6375,10,F,RX,AK,F
14:25:38,INDF,RG,6350,1,D,AZ,DX,D
14:25:29,INDF,RG,6375,10,F,RX,AK,F
14:25:17,INDF,RG,6375,12,F,ZP,AK,F
14:25:17,INDF,RG,6375,5,F,ZP,BB,D
14:25:00,INDF,RG,6375,8,F,RX,BB,D
14:24:54,INDF,RG,6375,2,D,YP,BB,D
14:24:53,INDF,RG,6375,100,F,ZP,BB,D
14:24:17,INDF,RG,6375,97,F,CS,BB,D
14:24:10,INDF,RG,6375,14,F,RX,BB,D
14:24:00,INDF,RG,6375,13,D,YU,BB,D
14:24:00,INDF,RG,6375,11,D,YU,ZP,F
14:24:00,INDF,RG,6375,6,D,YU,ZP,F
14:23:22,INDF,RG,6375,2,F,AK,ZP,F
14:23:20,INDF,RG,6350,100,D,AZ,YU,D
14:23:18,INDF,RG,6350,100,D,AZ,YU,D
14:23:17,INDF,RG,6350,12,D,AZ,RX,D
14:23:03,INDF,RG,6350,1,D,AZ,DX,D
14:22:35,INDF,RG,6375,12,F,RX,ZP,F
14:22:35,INDF,RG,6375,81,F,CS,ZP,F
14:22:14,INDF,RG,6375,1,D,XC,ZP,F
14:21:24,INDF,RG,6375,12,F,RX,ZP,F
14:21:08,INDF,RG,6375,93,F,CS,ZP,F
14:21:05,INDF,RG,6350,12,D,AZ,LG,D
14:20:26,INDF,RG,6350,1,D,AZ,DX,D
14:20:25,INDF,RG,6375,99,F,ZP,ZP,F
14:19:11,INDF,RG,6375,121,F,CS,ZP,F
14:18:40,INDF,RG,6350,55,D,AZ,ZP,F
14:18:40,INDF,RG,6350,1,D,PD,ZP,F
14:18:40,INDF,RG,6350,1,D,CC,ZP,F
14:18:40,INDF,RG,6350,1,F,CS,ZP,F
14:18:40,INDF,RG,6350,2,D,YP,ZP,F
14:18:40,INDF,RG,6350,1,D,PD,ZP,F
14:18:40,INDF,RG,6350,2,D,PD,ZP,F
14:18:40,INDF,RG,6350,2,D,XC,ZP,F
14:18:40,INDF,RG,6350,1,F,CS,ZP,F
14:18:40,INDF,RG,6350,1,D,NI,ZP,F
14:18:40,INDF,RG,6350,2,D,XL,ZP,F
14:18:40,INDF,RG,6350,1,D,GR,ZP,F
14:18:40,INDF,RG,6350,1,D,XA,ZP,F
14:18:40,INDF,RG,6350,10,D,YP,ZP,F
14:18:40,INDF,RG,6350,5,F,CS,ZP,F
14:18:40,INDF,RG,6350,1,D,PD,ZP,F
14:18:40,INDF,RG,6350,1,D,XL,ZP,F
14:18:40,INDF,RG,6350,1,D,NI,ZP,F
14:18:40,INDF,RG,6350,80,D,YP,ZP,F
14:18:30,INDF,RG,6350,7,D,YP,CC,D
14:18:13,INDF,RG,6350,100,D,YP,YU,D
14:18:10,INDF,RG,6350,13,D,YP,YU,D
14:18:10,INDF,RG,6350,4,D,NI,YU,D
14:18:10,INDF,RG,6350,1,D,PD,YU,D
14:18:10,INDF,RG,6350,3,F,CS,YU,D
14:18:10,INDF,RG,6350,7,D,DR,YU,D
14:18:10,INDF,RG,6350,72,D,YP,YU,D
14:18:00,INDF,RG,6375,1,F,AK,ZP,F
14:17:45,INDF,RG,6350,1,D,YP,DX,D
14:17:35,INDF,RG,6375,20,D,YJ,ZP,F
14:17:07,INDF,RG,6375,10,D,YP,ZP,F
14:17:05,INDF,RG,6375,5,D,XL,ZP,F
14:16:49,INDF,RG,6375,6,D,SQ,ZP,F
14:16:49,INDF,RG,6375,2,D,SQ,AK,F
14:16:41,INDF,RG,6375,3,D,NI,AK,F
14:16:00,INDF,RG,6375,1,D,YU,AK,F
14:16:00,INDF,RG,6375,14,D,YU,RX,D
14:16:00,INDF,RG,6375,1,D,YU,YP,D
14:16:00,INDF,RG,6375,22,D,YU,AK,F
14:15:26,INDF,RG,6350,27,D,YP,ZP,F
14:15:26,INDF,RG,6350,1,D,GR,ZP,F
14:15:26,INDF,RG,6350,1,D,CC,ZP,F
14:15:26,INDF,RG,6350,10,D,YP,ZP,F
14:15:26,INDF,RG,6350,5,F,CS,ZP,F
14:15:26,INDF,RG,6350,5,D,DH,ZP,F
14:15:26,INDF,RG,6350,1,D,KK,ZP,F
14:15:26,INDF,RG,6350,72,F,CS,ZP,F
14:15:24,INDF,RG,6375,10,D,YP,AK,F
14:15:17,INDF,RG,6375,176,F,CS,AK,F
14:15:05,INDF,RG,6350,1,F,CS,DX,D
14:14:44,INDF,RG,6350,8,F,CS,RX,D
14:13:30,INDF,RG,6350,11,F,CS,ZP,F
14:13:30,INDF,RG,6350,10,D,YP,ZP,F
14:13:30,INDF,RG,6350,3,F,CS,ZP,F
14:13:30,INDF,RG,6350,50,D,YU,ZP,F
14:13:30,INDF,RG,6350,1,F,AK,ZP,F
14:13:30,INDF,RG,6350,1,D,LG,ZP,F
14:13:30,INDF,RG,6350,63,F,ZP,ZP,F
14:12:45,INDF,RG,6350,2,F,ZP,NI,D
14:12:34,INDF,RG,6350,78,F,ZP,YU,D
14:12:34,INDF,RG,6350,22,D,AI,YU,D
14:12:30,INDF,RG,6350,2,D,AI,DX,D
14:11:18,INDF,RG,6375,59,F,CS,AK,F
14:11:18,INDF,RG,6375,10,F,CS,DX,F
14:11:18,INDF,RG,6375,16,F,CS,ZP,F
14:11:18,INDF,RG,6375,3,F,CS,XC,D
14:11:18,INDF,RG,6375,137,F,CS,XC,D
14:10:28,INDF,RG,6350,152,D,AI,ZP,F
14:10:24,INDF,RG,6375,94,F,ZP,XC,D
14:10:21,INDF,RG,6375,5,D,GR,XC,D
14:10:08,INDF,RG,6350,1,D,AI,XC,D
14:10:00,INDF,RG,6350,31,D,AI,RX,D
14:09:56,INDF,RG,6350,92,D,AI,AK,F
14:09:56,INDF,RG,6350,1,D,NI,AK,F
14:09:56,INDF,RG,6350,1,D,OD,AK,F
14:09:56,INDF,RG,6350,4,F,CS,AK,F
14:09:56,INDF,RG,6350,115,F,RX,AK,F
14:09:56,INDF,RG,6350,1,F,AK,AK,F
14:09:56,INDF,RG,6350,117,D,NI,AK,F
14:09:55,INDF,RG,6350,41,D,NI,BB,D
14:09:55,INDF,RG,6350,1,F,CC,BB,D
14:09:55,INDF,RG,6350,21,D,YU,BB,D
14:09:55,INDF,RG,6350,38,F,CS,BB,D
14:09:43,INDF,RG,6350,1,F,CS,DX,D
14:09:30,INDF,RG,6375,15,F,RX,XC,D
14:09:30,INDF,RG,6375,1,F,AK,XC,D
14:08:17,INDF,RG,6375,48,F,RX,XC,D
14:08:14,INDF,RG,6375,1,D,NI,XC,D
14:07:59,INDF,RG,6375,8,F,RX,XC,D
14:07:56,INDF,RG,6350,8,F,CS,RX,D
14:07:44,INDF,RG,6350,5,F,CS,XC,D
14:07:38,INDF,RG,6375,1,D,XA,XC,D
14:07:18,INDF,RG,6375,10,F,RX,XC,D
14:07:17,INDF,RG,6375,3,D,PD,XC,D
14:07:08,INDF,RG,6350,1,F,CS,DX,D
14:06:00,INDF,RG,6375,28,D,YU,XC,D
14:06:00,INDF,RG,6375,13,F,CS,XC,D
14:05:26,INDF,RG,6375,12,F,ZP,XC,D
14:05:03,INDF,RG,6375,1,D,NI,XC,D
14:04:22,INDF,RG,6350,1,F,CS,DX,D
14:03:19,INDF,RG,6375,78,F,ZP,XC,D
14:03:15,INDF,RG,6375,1,F,AK,XC,D
14:03:10,INDF,RG,6350,21,F,CS,RX,D
14:02:49,INDF,RG,6350,80,F,CS,YU,D
14:02:49,INDF,RG,6350,1,D,XL,YU,D
14:02:49,INDF,RG,6350,19,D,YP,YU,D
14:02:47,INDF,RG,6350,6,D,YP,YU,D
14:02:47,INDF,RG,6350,1,D,YP,YU,D
14:02:47,INDF,RG,6350,1,D,YP,YU,D
14:02:47,INDF,RG,6350,5,D,YP,YU,D
14:02:47,INDF,RG,6350,1,D,YP,YU,D
14:02:47,INDF,RG,6350,1,D,YP,YU,D
14:02:47,INDF,RG,6350,2,D,CC,YU,D
14:02:47,INDF,RG,6350,83,F,CS,YU,D
14:02:18,INDF,RG,6375,13,F,RX,XC,D
14:02:11,INDF,RG,6375,10,D,YP,XC,D
14:01:39,INDF,RG,6350,1,F,CS,DX,D
14:01:28,INDF,RG,6350,6,F,CS,LG,D
14:01:28,INDF,RG,6350,6,D,XC,LG,D
14:00:49,INDF,RG,6375,17,F,RX,XC,D
14:00:43,INDF,RG,6375,194,F,CS,XC,D
14:00:26,INDF,RG,6375,52,F,ZP,XC,D
13:59:44,INDF,RG,6375,3,D,NI,XC,D
13:59:40,INDF,RG,6350,4,D,XC,PD,D
13:59:40,INDF,RG,6350,1,D,XC,PD,D
13:59:40,INDF,RG,6350,1,F,AK,PD,D
13:59:40,INDF,RG,6350,16,D,XL,PD,D
13:59:40,INDF,RG,6350,1,D,PD,PD,D
13:59:40,INDF,RG,6350,1,D,CC,PD,D
13:59:40,INDF,RG,6350,2,D,CC,PD,D
13:59:40,INDF,RG,6350,1,D,KK,PD,D
13:59:40,INDF,RG,6350,1,D,PD,PD,D
13:59:40,INDF,RG,6350,1,D,PD,PD,D
13:59:40,INDF,RG,6350,21,D,YU,PD,D
13:59:06,INDF,RG,6350,1,D,YU,DX,D
13:58:06,INDF,RG,6375,1,D,PD,XC,D
13:58:03,INDF,RG,6375,38,F,RX,XC,D
13:57:45,INDF,RG,6375,1,F,AK,XC,D
13:56:30,INDF,RG,6375,193,F,CS,XC,D
13:56:22,INDF,RG,6350,2,D,YU,DX,D
13:55:26,INDF,RG,6375,22,F,ZP,XC,D
13:55:26,INDF,RG,6375,25,F,ZP,CC,F
13:55:26,INDF,RG,6375,14,F,ZP,ZP,F
13:55:01,INDF,RG,6375,75,D,YP,ZP,F
13:54:45,INDF,RG,6375,1,F,AK,ZP,F
13:54:04,INDF,RG,6375,10,F,CS,ZP,F
13:54:04,INDF,RG,6375,2,F,CS,BB,D
13:53:48,INDF,RG,6375,2,D,XC,BB,D
13:53:46,INDF,RG,6350,3,D,YU,CC,D
13:53:40,INDF,RG,6350,1,D,YU,DX,D
13:52:55,INDF,RG,6350,19,D,YU,YU,D
13:52:55,INDF,RG,6350,3,D,CC,YU,D
13:52:55,INDF,RG,6350,1,D,PD,YU,D
13:52:55,INDF,RG,6350,1,D,CC,YU,D
13:52:55,INDF,RG,6350,50,D,SQ,YU,D
13:52:55,INDF,RG,6350,2,D,CP,YU,D
13:52:55,INDF,RG,6350,8,D,XL,YU,D
13:52:55,INDF,RG,6350,16,F,CS,YU,D
13:52:53,INDF,RG,6350,100,F,CS,YU,D
13:51:38,INDF,RG,6375,9,F,RX,BB,D
13:51:30,INDF,RG,6375,1,F,AK,BB,D
13:51:06,INDF,RG,6350,1,F,CS,DX,D
13:51:00,INDF,RG,6375,31,D,YU,BB,D
13:50:21,INDF,RG,6375,58,F,ZP,BB,D
13:50:21,INDF,RG,6375,13,F,ZP,AK,F
13:50:17,INDF,RG,6375,33,F,RX,AK,F
13:50:05,INDF,RG,6375,26,F,CS,AK,F
13:50:05,INDF,RG,6375,137,F,CS,ZP,F
13:49:55,INDF,RG,6375,9,F,RX,ZP,F
13:49:10,INDF,RG,6350,12,F,CS,LG,D
13:48:23,INDF,RG,6350,1,F,CS,DX,D
13:48:09,INDF,RG,6375,9,F,RX,ZP,F
13:47:00,INDF,RG,6375,1,F,AK,ZP,F
13:46:57,INDF,RG,6375,3,D,KK,ZP,F
13:46:33,INDF,RG,6375,29,F,CS,ZP,F
13:46:33,INDF,RG,6375,37,F,CS,ZP,F
13:46:33,INDF,RG,6375,122,F,CS,AK,F
13:46:22,INDF,RG,6375,4,D,PD,AK,F
13:46:22,INDF,RG,6375,9,F,RX,AK,F
13:46:00,INDF,RG,6375,1,F,AK,AK,F
13:45:45,INDF,RG,6350,2,F,CS,DX,D
13:45:18,INDF,RG,6375,29,F,ZP,AK,F
13:45:18,INDF,RG,6375,8,F,ZP,DX,F
13:45:10,INDF,RG,6375,1,D,PD,DX,F
13:44:41,INDF,RG,6375,8,F,RX,RX,D
13:44:00,INDF,RG,6375,25,D,YU,RX,D
13:44:00,INDF,RG,6375,8,D,YU,YP,D
13:44:00,INDF,RG,6375,2,D,YU,YP,D
13:43:39,INDF,RG,6375,1,D,PD,YP,D
13:43:09,INDF,RG,6350,1,F,CS,DX,D
13:42:59,INDF,RG,6375,9,F,RX,YP,D
13:42:49,INDF,RG,6375,123,F,CS,YP,D
13:42:49,INDF,RG,6375,1,F,CS,YP,D
13:42:49,INDF,RG,6375,18,F,CS,DX,F
13:42:49,INDF,RG,6375,1,F,CS,ZP,F
13:41:14,INDF,RG,6375,8,F,RX,ZP,F
13:40:47,INDF,RG,6375,5,D,AZ,ZP,F
13:40:29,INDF,RG,6350,1,F,CS,DX,D
13:40:25,INDF,RG,6375,35,F,ZP,ZP,F
13:40:04,INDF,RG,6375,234,F,ZP,ZP,F
13:40:00,INDF,RG,6375,3,D,CC,ZP,F
13:39:58,INDF,RG,6375,229,F,CS,ZP,F
13:39:28,INDF,RG,6375,12,F,RX,ZP,F
13:39:19,INDF,RG,6350,10,F,CS,YU,D
13:39:19,INDF,RG,6350,1,D,PD,YU,D
13:39:19,INDF,RG,6350,2,D,XL,YU,D
13:39:19,INDF,RG,6350,1,D,PD,YU,D
13:39:19,INDF,RG,6350,2,D,PD,YU,D
13:39:19,INDF,RG,6350,1,D,YU,YU,D
13:39:19,INDF,RG,6350,3,D,PD,YU,D
13:39:19,INDF,RG,6350,5,D,EP,YU,D
13:39:19,INDF,RG,6350,10,D,ZP,YU,D
13:39:19,INDF,RG,6350,5,D,HP,YU,D
13:39:19,INDF,RG,6350,1,D,PD,YU,D
13:39:19,INDF,RG,6350,2,D,KK,YU,D
13:39:19,INDF,RG,6350,1,D,PD,YU,D
13:39:19,INDF,RG,6350,1,D,NI,YU,D
