Time,Stock,Brd,Price,Qty,BT,BC,SC,ST
15:14:48,NETV,RG,535,11,D,YP,XL,D
15:14:15,NETV,RG,535,4,D,YP,PD,D
15:13:00,NETV,RG,535,7,D,YP,XC,D
15:12:28,NETV,RG,535,3,D,YP,XC,D
15:11:33,NETV,RG,535,2,D,YP,XC,D
15:10:44,NETV,RG,535,5,D,YP,PD,D
15:10:34,NETV,RG,535,15,D,YP,KK,D
15:10:10,NETV,RG,535,1,D,YP,YP,D
15:09:52,NETV,RG,535,22,D,YP,XC,D
15:09:29,NETV,RG,535,4,D,YP,XC,D
15:03:40,NETV,RG,535,8,D,YP,XC,D
15:03:04,NETV,RG,535,1,D,YP,CC,D
15:01:22,NETV,RG,535,8,D,YP,XC,D
15:01:13,NETV,RG,535,15,D,YP,XC,D
15:01:04,NETV,RG,535,6,D,YP,NI,D
15:01:00,NETV,RG,535,45,D,YP,XC,D
15:00:00,NETV,RG,535,19,D,YP,GR,D
15:00:00,NETV,RG,535,1,D,YP,XC,D
15:00:00,NETV,RG,535,10,D,YP,PD,D
15:00:00,NETV,RG,535,1,D,YP,XC,D
15:00:00,NETV,RG,535,1,D,YP,XC,D
15:00:00,NETV,RG,535,8,D,YP,CC,D
15:00:00,NETV,RG,535,8,D,YP,PD,D
15:00:00,NETV,RG,535,1,D,YP,PD,D
15:00:00,NETV,RG,535,50,D,YP,OD,D
15:00:00,NETV,RG,535,3,D,YP,XL,D
15:00:00,NETV,RG,535,3,D,YP,XC,D
15:00:00,NETV,RG,535,5,D,YP,PD,D
15:00:00,NETV,RG,535,1,D,YP,CC,D
15:00:00,NETV,RG,535,13,D,YP,XC,D
15:00:00,NETV,RG,535,200,D,YP,AT,D
15:00:00,NETV,RG,535,1,D,YP,YP,D
15:00:00,NETV,RG,535,13,D,YP,GR,D
15:00:00,NETV,RG,535,13,D,YP,CC,D
14:49:52,NETV,RG,535,15,D,YP,NI,D
14:48:47,NETV,RG,535,1,D,YP,PD,D
14:48:44,NETV,RG,535,55,D,YP,PD,D
14:48:31,NETV,RG,535,2,D,YP,PD,D
14:48:25,NETV,RG,535,5,D,YP,KK,D
14:48:01,NETV,RG,535,1,D,YP,CC,D
14:47:40,NETV,RG,535,13,D,YP,PD,D
14:47:32,NETV,RG,535,5,D,YP,YU,D
14:47:11,NETV,RG,535,1,D,YP,XC,D
14:46:35,NETV,RG,535,14,D,YP,XC,D
14:46:03,NETV,RG,535,127,D,YP,PD,D
14:45:58,NETV,RG,535,10,D,YP,PD,D
14:45:48,NETV,RG,535,2,D,YP,XC,D
14:45:10,NETV,RG,535,300,D,YP,NI,D
14:44:40,NETV,RG,535,34,D,YP,YP,D
14:44:37,NETV,RG,535,18,D,YP,CC,D
14:44:31,NETV,RG,535,10,D,YP,YP,D
14:44:24,NETV,RG,535,11,D,YP,XC,D
14:43:56,NETV,RG,535,10,D,YP,PD,D
14:43:51,NETV,RG,535,1,D,YP,YP,D
14:43:16,NETV,RG,535,200,D,YP,XA,F
14:42:56,NETV,RG,535,10,D,YP,EP,D
14:42:41,NETV,RG,535,20,D,YP,XC,D
14:42:40,NETV,RG,535,2,D,YP,XC,D
14:42:25,NETV,RG,535,1,D,YP,PD,D
14:41:43,NETV,RG,535,10,D,YP,AT,D
14:41:39,NETV,RG,535,5,D,YP,PD,D
14:41:32,NETV,RG,535,1,D,YP,XC,D
14:40:33,NETV,RG,535,20,D,YP,CC,D
14:39:53,NETV,RG,535,1,D,YP,XC,D
14:39:15,NETV,RG,535,5,D,YP,YP,D
14:39:13,NETV,RG,535,4,D,YP,XC,D
14:38:46,NETV,RG,535,8,D,YP,XL,D
14:38:45,NETV,RG,535,2,D,YP,XL,D
14:38:37,NETV,RG,535,3,D,YP,XC,D
14:38:20,NETV,RG,535,21,D,YP,XC,D
14:38:12,NETV,RG,535,60,D,YP,CC,D
14:37:49,NETV,RG,535,6,D,YP,XC,D
14:37:25,NETV,RG,535,5,D,YP,YP,D
14:37:03,NETV,RG,535,3,D,YP,PD,D
14:37:01,NETV,RG,535,4,D,YP,BQ,D
14:36:29,NETV,RG,535,15,D,YP,XC,D
14:36:18,NETV,RG,535,1,D,YP,XC,D
14:36:14,NETV,RG,535,24,D,YP,XC,D
14:36:03,NETV,RG,535,5,D,YP,YP,D
14:34:57,NETV,RG,535,100,D,YP,PD,D
14:34:20,NETV,RG,535,25,D,YP,XC,D
14:33:49,NETV,RG,535,15,D,YP,NI,D
14:33:00,NETV,RG,535,18,D,YP,XC,D
14:32:17,NETV,RG,535,10,D,YP,CC,D
14:32:05,NETV,RG,535,100,D,YP,CC,D
14:32:04,NETV,RG,535,420,D,YP,YP,D
14:30:44,NETV,RG,535,11,D,YP,NI,D
14:30:05,NETV,RG,535,1,D,YP,DR,D
14:29:47,NETV,RG,535,17,D,YP,YP,D
14:29:44,NETV,RG,535,200,D,YP,XC,D
14:29:25,NETV,RG,535,500,D,YP,DX,D
14:28:42,NETV,RG,535,1,D,YP,PD,D
14:28:18,NETV,RG,535,9,D,YP,YP,D
14:28:16,NETV,RG,535,10,D,YP,EP,D
14:28:15,NETV,RG,535,16,D,YP,XL,D
14:27:53,NETV,RG,535,50,D,YP,PD,D
14:27:35,NETV,RG,535,1,D,YP,NI,D
14:27:24,NETV,RG,535,30,D,YP,XC,D
14:27:19,NETV,RG,535,1,D,YP,YP,D
14:27:17,NETV,RG,535,11,D,YP,PD,D
14:27:08,NETV,RG,535,42,D,YP,XL,D
14:27:04,NETV,RG,535,1,D,YP,OD,D
14:26:39,NETV,RG,535,17,D,YP,NI,D
14:26:32,NETV,RG,535,3,D,YP,XC,D
14:26:04,NETV,RG,535,3,D,YP,XC,D
14:25:11,NETV,RG,535,1,D,YP,NI,D
14:24:45,NETV,RG,535,10,D,YP,PD,D
14:24:13,NETV,RG,535,6,D,YP,XC,D
14:23:36,NETV,RG,535,30,D,YP,PD,D
14:23:28,NETV,RG,535,1,D,YP,PD,D
14:23:20,NETV,RG,535,1,D,YP,DH,D
14:22:39,NETV,RG,535,3,D,YP,XC,D
14:22:17,NETV,RG,535,2,D,YP,YP,D
14:22:10,NETV,RG,535,25,D,YP,YP,D
14:22:08,NETV,RG,535,1,D,YP,XC,D
14:22:07,NETV,RG,535,20,D,YP,YP,D
14:21:40,NETV,RG,535,2,D,YP,MK,D
14:21:25,NETV,RG,535,3,D,YP,YP,D
14:20:20,NETV,RG,535,5,D,YP,XL,D
14:20:19,NETV,RG,535,10,D,YP,XC,D
14:20:15,NETV,RG,535,50,D,YP,XC,D
14:19:44,NETV,RG,535,1,D,YP,KK,D
14:19:44,NETV,RG,535,1,D,YP,XC,D
14:19:16,NETV,RG,535,6,D,YP,XC,D
14:18:52,NETV,RG,535,1,D,YP,XC,D
14:18:51,NETV,RG,535,1,D,YP,PD,D
14:18:43,NETV,RG,535,1,D,YP,PD,D
14:18:16,NETV,RG,535,9,D,YP,YP,D
14:18:07,NETV,RG,535,54,D,YP,XC,D
14:18:03,NETV,RG,535,1,D,YP,YP,D
14:17:55,NETV,RG,535,600,D,YP,DX,D
14:17:45,NETV,RG,535,10,D,YP,GR,D
14:17:40,NETV,RG,535,9,D,YP,XL,D
14:17:17,NETV,RG,535,1,D,YP,PD,D
14:17:12,NETV,RG,535,5,D,YP,SQ,D
14:17:08,NETV,RG,535,6,D,YP,XC,D
14:16:18,NETV,RG,535,75,D,YP,PD,D
14:16:07,NETV,RG,535,177,D,YP,SQ,D
14:15:31,NETV,RG,535,10,D,YP,PD,D
14:15:26,NETV,RG,535,1,D,YP,PD,D
14:15:08,NETV,RG,535,5,D,YP,NI,D
14:14:15,NETV,RG,535,2,D,YP,YJ,D
14:13:59,NETV,RG,535,1,D,YP,XC,D
14:13:58,NETV,RG,535,39,D,YP,AZ,D
14:13:56,NETV,RG,535,16,D,YP,NI,D
14:13:56,NETV,RG,535,5,D,YP,PD,D
14:13:53,NETV,RG,535,1,D,YP,XC,D
14:13:43,NETV,RG,535,6,D,YP,XC,D
14:13:28,NETV,RG,535,1,D,YP,YP,D
14:13:12,NETV,RG,535,5,D,YP,PD,D
14:12:41,NETV,RG,535,20,D,YP,XC,D
14:12:13,NETV,RG,535,1,D,YP,XC,D
14:11:43,NETV,RG,535,1000,D,YP,KK,D
14:11:13,NETV,RG,535,4,D,YP,XC,D
14:11:11,NETV,RG,535,2,D,YP,XC,D
14:11:10,NETV,RG,535,4,D,YP,KK,D
14:10:59,NETV,RG,535,3,D,YP,YP,D
14:10:56,NETV,RG,535,2,D,YP,YP,D
14:10:12,NETV,RG,535,2,D,YP,PD,D
14:09:58,NETV,RG,535,1,D,YP,XC,D
14:09:56,NETV,RG,535,4,D,YP,XC,D
14:09:46,NETV,RG,535,2,D,YP,XL,D
14:09:35,NETV,RG,535,4,D,YP,PD,D
14:09:21,NETV,RG,535,10,D,YP,YB,D
14:09:19,NETV,RG,535,16,D,YP,PD,D
14:09:13,NETV,RG,535,2,D,YP,XC,D
14:08:56,NETV,RG,535,1,D,YP,XC,D
14:08:47,NETV,RG,535,30,D,YP,PD,D
14:08:39,NETV,RG,535,1,D,YP,XC,D
14:08:29,NETV,RG,535,90,D,YP,XA,D
14:08:25,NETV,RG,535,2,D,YP,PD,D
14:08:13,NETV,RG,535,110,D,YP,XA,D
14:08:12,NETV,RG,535,3,D,YP,XC,D
14:08:06,NETV,RG,535,11,D,YP,PD,D
14:07:34,NETV,RG,535,100,D,YP,XA,D
14:07:31,NETV,RG,535,20,D,YP,CC,D
14:07:26,NETV,RG,535,8,D,YP,LG,D
14:07:23,NETV,RG,535,3,D,YP,PD,D
14:07:18,NETV,RG,535,100,D,YP,XC,D
14:07:14,NETV,RG,535,1,D,YP,PD,D
14:07:11,NETV,RG,535,2,D,YP,AT,D
14:06:59,NETV,RG,535,10,D,YP,XL,D
